"","rec_year","team","conference","position_group","avg_rating","total_rating","commits","avg_stars"
"10451",2012,"Penn State","Big Ten","All Positions",0.8480250030756,16.9605,20,3.05
"10452",2012,"Pittsburgh","Big East","All Positions",0.856070585110608,14.5532,17,3.17647058823529
"10453",2012,"Purdue","Big Ten","All Positions",0.833347831083381,19.167,23,2.91304347826087
"10454",2012,"Rice","Conference USA","All Positions",0.787252172179844,18.1068,23,2.47826086956522
"10455",2012,"Rutgers","Big East","All Positions",0.871300004030529,16.5547,19,3.31578947368421
"10456",2012,"San Diego State","Mountain West","All Positions",0.797714987397194,15.9543,20,2.6
"10457",2012,"San José State","Western Athletic","All Positions",0.773210516101436,14.691,19,2.15789473684211
"10458",2012,"SMU","Conference USA","All Positions",0.813326081503993,18.7065,23,2.60869565217391
"10459",2012,"South Alabama","Sun Belt","All Positions",0.796350002288818,4.7781,6,2.5
"10460",2012,"South Carolina","SEC","All Positions",0.881825000047684,21.1638,24,3.33333333333333
"10461",2012,"Southern Mississippi","Conference USA","All Positions",0.798484206199646,15.1712,19,2.57894736842105
"10462",2012,"South Florida","Big East","All Positions",0.860750004649162,10.329,12,3.16666666666667
"10463",2012,"Stanford","Pac-12","All Positions",0.902563636953181,19.8564,22,3.59090909090909
"10464",2012,"Syracuse","Big East","All Positions",0.818388889233271,14.731,18,2.83333333333333
"10465",2012,"TCU","Big 12","All Positions",0.860047615709759,18.061,21,3.04761904761905
"10466",2012,"Temple","Big East","All Positions",0.787864280598504,22.0602,28,2.5
"10467",2012,"Tennessee","SEC","All Positions",0.87814210904272,16.6847,19,3.36842105263158
"10468",2012,"Texas","Big 12","All Positions",0.91963077049989,23.9104,26,3.88461538461538
"10469",2012,"Texas A&M","SEC","All Positions",0.903435300378238,15.3584,17,3.64705882352941
"10470",2012,"Texas State","Western Athletic","All Positions",0.800669991970062,8.0067,10,2.4
"10471",2012,"Texas Tech","Big 12","All Positions",0.875293757766485,14.0047,16,3.25
"10472",2012,"Toledo","Mid-American","All Positions",0.79074399471283,19.7686,25,2.36
"10473",2012,"Troy","Sun Belt","All Positions",0.774031573220303,14.7066,19,2.21052631578947
"10474",2012,"Tulane","Conference USA","All Positions",0.800156239420176,12.8025,16,2.5
"10475",2012,"Tulsa","Conference USA","All Positions",0.790661106506983,14.2319,18,2.55555555555556
"10476",2012,"UAB","Conference USA","All Positions",0.764654533429579,16.8224,22,2.13636363636364
"10477",2012,"UCF","Conference USA","All Positions",0.792878568172455,11.1003,14,2.5
"10478",2012,"UCLA","Pac-12","All Positions",0.870783333977064,20.8988,24,3.25
"10479",2012,"UMass","Mid-American","All Positions",0.799750000238419,1.5995,2,2.5
"10480",2012,"UNLV","Mountain West","All Positions",0.776733328898748,13.9812,18,2.27777777777778
"10481",2012,"USC","Pac-12","All Positions",0.924013336499532,13.8602,15,3.73333333333333
"10482",2012,"Utah","Pac-12","All Positions",0.837766661530449,17.5931,21,2.9047619047619
"10483",2012,"Utah State","Western Athletic","All Positions",0.773766663339403,6.9639,9,2.22222222222222
"10484",2012,"UTEP","Conference USA","All Positions",0.763159079985185,16.7895,22,2.27272727272727
"10485",2012,"UT San Antonio","Western Athletic","All Positions",0.810279989242554,4.0514,5,2.6
"10486",2012,"Vanderbilt","SEC","All Positions",0.846831817518581,18.6303,22,2.95454545454545
"10487",2012,"Virginia","ACC","All Positions",0.857508001327515,21.4377,25,3.16
"10488",2012,"Virginia Tech","ACC","All Positions",0.856099998128825,24.8269,29,3.13793103448276
"10489",2012,"Wake Forest","ACC","All Positions",0.82595263656817,15.6931,19,2.94736842105263
"10490",2012,"Washington","Pac-12","All Positions",0.858472729271108,18.8864,22,3.27272727272727
"10491",2012,"Washington State","Pac-12","All Positions",0.829317643361933,14.0984,17,2.94117647058824
"10492",2012,"Western Kentucky","Sun Belt","All Positions",0.801009086045352,8.8111,11,2.36363636363636
"10493",2012,"Western Michigan","Mid-American","All Positions",0.766134772611701,17.6211,23,2.21739130434783
"10494",2012,"West Virginia","Big 12","All Positions",0.845537035553544,22.8295,27,3.07407407407407
"10495",2012,"Wisconsin","Big Ten","All Positions",0.837558334072431,10.0507,12,2.91666666666667
"10496",2012,"Wyoming","Mountain West","All Positions",0.745426306599065,14.1631,19,2.05263157894737
"10497",2013,"Air Force","Mountain West","Defensive Back",0.780699998140335,3.1228,4,2.25
"10498",2013,"Air Force","Mountain West","Defensive Line",0.756333331267039,2.269,3,2
"10499",2013,"Air Force","Mountain West","Linebacker",0.776149988174438,3.1046,4,2
"10500",2013,"Air Force","Mountain West","Offensive Line",0.76657144512449,5.366,7,2.14285714285714
"10501",2013,"Air Force","Mountain West","Quarterback",0.76240000128746,1.5248,2,2
"10502",2013,"Air Force","Mountain West","Receiver",0.768185726233891,5.3773,7,2.14285714285714
"10503",2013,"Air Force","Mountain West","Running Back",0.776800012588501,3.884,5,2.2
"10504",2013,"Air Force","Mountain West","Special Teams",0.758379995822906,3.7919,5,2
"10505",2013,"Akron","Mid-American","Defensive Back",0.801400005817413,1.6028,2,2.5
"10506",2013,"Akron","Mid-American","Defensive Line",0.758099973201752,0.7581,1,2
"10507",2013,"Akron","Mid-American","Linebacker",0.773100018501282,0.7731,1,2
"10508",2013,"Akron","Mid-American","Offensive Line",0.745599985122681,1.4912,2,2
"10509",2013,"Akron","Mid-American","Quarterback",0.810000002384186,0.81,1,3
"10510",2013,"Akron","Mid-American","Receiver",0.772650003433228,1.5453,2,2
"10511",2013,"Akron","Mid-American","Running Back",0.790599981943766,2.3718,3,2.33333333333333
"10512",2013,"Akron","Mid-American","Special Teams",0.817600011825562,0.8176,1,3
"10513",2013,"Alabama","SEC","Defensive Back",0.909066657225291,2.7272,3,3.66666666666667
"10514",2013,"Alabama","SEC","Defensive Line",0.95386666059494,2.8616,3,4
"10515",2013,"Alabama","SEC","Linebacker",0.948599994182587,2.8458,3,4.33333333333333
"10516",2013,"Alabama","SEC","Offensive Line",0.942066669464111,2.8262,3,4
"10517",2013,"Alabama","SEC","Quarterback",0.887199997901917,2.6616,3,3.33333333333333
"10518",2013,"Alabama","SEC","Receiver",0.954466660817464,2.8634,3,4.33333333333333
"10519",2013,"Alabama","SEC","Running Back",0.974366664886475,2.9231,3,4
"10520",2013,"Alabama","SEC","Special Teams",0.909125000238419,3.6365,4,3.75
"10521",2013,"Arizona","Pac-12","Defensive Back",0.838720011711121,4.1936,5,3
"10522",2013,"Arizona","Pac-12","Defensive Line",0.834700018167496,1.6694,2,3
"10523",2013,"Arizona","Pac-12","Linebacker",0.830750003457069,3.323,4,2.75
"10524",2013,"Arizona","Pac-12","Offensive Line",0.836374998092651,3.3455,4,3
"10525",2013,"Arizona","Pac-12","Quarterback",0.888199985027313,0.8882,1,3
"10526",2013,"Arizona","Pac-12","Receiver",0.828979992866516,4.1449,5,2.8
"10527",2013,"Arizona","Pac-12","Running Back",0.862833340962728,2.5885,3,3.33333333333333
"10528",2013,"Arizona","Pac-12","Special Teams",0.841500014066696,1.683,2,3
"10529",2013,"Arizona State","Pac-12","Defensive Back",0.840200006961823,2.5206,3,3
"10530",2013,"Arizona State","Pac-12","Defensive Line",0.837300002574921,2.5119,3,3
"10531",2013,"Arizona State","Pac-12","Linebacker",0.879066665967306,2.6372,3,3.33333333333333
"10532",2013,"Arizona State","Pac-12","Offensive Line",0.834800004959106,0.8348,1,3
"10533",2013,"Arizona State","Pac-12","Receiver",0.835799992084503,2.5074,3,3
"10534",2013,"Arizona State","Pac-12","Special Teams",0.843966643015544,2.5319,3,3
"10535",2013,"Arkansas","SEC","Defensive Back",0.825000007947286,2.475,3,3
"10536",2013,"Arkansas","SEC","Defensive Line",0.812299996614456,1.6246,2,3
"10537",2013,"Arkansas","SEC","Linebacker",0.868099987506866,0.8681,1,3
"10538",2013,"Arkansas","SEC","Offensive Line",0.894300003846486,2.6829,3,3.33333333333333
"10539",2013,"Arkansas","SEC","Quarterback",0.873400002717972,1.7468,2,3.5
"10540",2013,"Arkansas","SEC","Receiver",0.962300002574921,0.9623,1,4
"10541",2013,"Arkansas","SEC","Running Back",0.875466664632161,2.6264,3,3.33333333333333
"10542",2013,"Arkansas","SEC","Special Teams",0.815149992704391,1.6303,2,2.5
"10543",2013,"Arkansas State","Sun Belt","Defensive Back",0.788283338149389,4.7297,6,2.5
"10544",2013,"Arkansas State","Sun Belt","Defensive Line",0.776099979877472,2.3283,3,2.33333333333333
"10545",2013,"Arkansas State","Sun Belt","Linebacker",0.801149994134903,1.6023,2,2.5
"10546",2013,"Arkansas State","Sun Belt","Quarterback",0.758199989795685,1.5164,2,2
"10547",2013,"Arkansas State","Sun Belt","Receiver",0.790899991989136,2.3727,3,2.66666666666667
"10548",2013,"Arkansas State","Sun Belt","Special Teams",0.780599981546402,1.5612,2,2.5
"10549",2013,"Army","FBS Independents","Defensive Line",0.759900003671646,1.5198,2,2
"10550",2013,"Army","FBS Independents","Linebacker",0.769400000572205,2.3082,3,2
"10551",2013,"Army","FBS Independents","Offensive Line",0.798700004816055,1.5974,2,2.5
"10552",2013,"Army","FBS Independents","Quarterback",0.766049981117249,1.5321,2,2
"10553",2013,"Army","FBS Independents","Receiver",0.764900028705597,0.7649,1,2
"10554",2013,"Army","FBS Independents","Running Back",0.76434999704361,1.5287,2,2
"10555",2013,"Auburn","SEC","Defensive Back",0.858575001358986,3.4343,4,3
"10556",2013,"Auburn","SEC","Defensive Line",0.986066659291585,2.9582,3,4.66666666666667
"10557",2013,"Auburn","SEC","Linebacker",0.874599993228912,0.8746,1,3
"10558",2013,"Auburn","SEC","Offensive Line",0.87169998884201,0.8717,1,3
"10559",2013,"Auburn","SEC","Quarterback",0.927200019359589,0.9272,1,4
"10560",2013,"Auburn","SEC","Receiver",0.901975005865097,3.6079,4,3.75
"10561",2013,"Auburn","SEC","Running Back",0.897666652997335,2.693,3,3.66666666666667
"10562",2013,"Auburn","SEC","Special Teams",0.830549985170364,1.6611,2,3
"10563",2013,"Ball State","Mid-American","Defensive Back",0.76720001300176,2.3016,3,2
"10564",2013,"Ball State","Mid-American","Defensive Line",0.787174999713898,3.1487,4,2.25
"10565",2013,"Ball State","Mid-American","Linebacker",0.768699983755747,2.3061,3,2
"10566",2013,"Ball State","Mid-American","Offensive Line",0.795400008559227,3.1816,4,2.5
"10567",2013,"Ball State","Mid-American","Quarterback",0.797299981117249,0.7973,1,3
"10568",2013,"Ball State","Mid-American","Receiver",0.806849986314774,1.6137,2,2.5
"10569",2013,"Ball State","Mid-American","Running Back",0.77240002155304,0.7724,1,2
"10570",2013,"Ball State","Mid-American","Special Teams",0.772000014781952,0.772,1,2
"10571",2013,"Baylor","Big 12","Defensive Back",0.850833316644033,2.5525,3,3
"10572",2013,"Baylor","Big 12","Defensive Line",0.856049999594688,3.4242,4,3.25
"10573",2013,"Baylor","Big 12","Linebacker",0.839275002479553,3.3571,4,2.75
"10574",2013,"Baylor","Big 12","Offensive Line",0.818799992402395,2.4564,3,2.66666666666667
"10575",2013,"Baylor","Big 12","Quarterback",0.890900015830994,0.8909,1,4
"10576",2013,"Baylor","Big 12","Receiver",0.901533345381419,2.7046,3,3.66666666666667
"10577",2013,"Baylor","Big 12","Running Back",0.868099987506866,0.8681,1,3
"10578",2013,"Baylor","Big 12","Special Teams",0.792899986108144,2.3787,3,2.66666666666667
"10579",2013,"Boise State","Mountain West","Defensive Back",0.797599991162618,2.3928,3,2.33333333333333
"10580",2013,"Boise State","Mountain West","Defensive Line",0.833799997965495,2.5014,3,3
"10581",2013,"Boise State","Mountain West","Linebacker",0.845199982325236,2.5356,3,3
"10582",2013,"Boise State","Mountain West","Offensive Line",0.836250007152557,1.6725,2,3
"10583",2013,"Boise State","Mountain West","Quarterback",0.860000014305115,0.86,1,3
"10584",2013,"Boise State","Mountain West","Receiver",0.83517499268055,3.3407,4,3
"10585",2013,"Boise State","Mountain West","Running Back",0.87830001115799,0.8783,1,3
"10586",2013,"Boise State","Mountain West","Special Teams",0.835300028324127,0.8353,1,3
"10587",2013,"Boston College","ACC","Defensive Back",0.803475007414818,3.2139,4,2.5
"10588",2013,"Boston College","ACC","Defensive Line",0.812849998474121,3.2514,4,2.75
"10589",2013,"Boston College","ACC","Linebacker",0.823350012302399,1.6467,2,2.5
"10590",2013,"Boston College","ACC","Quarterback",0.821299999952316,1.6426,2,3
"10591",2013,"Boston College","ACC","Receiver",0.826800008614858,2.4804,3,3
"10592",2013,"Boston College","ACC","Running Back",0.733299970626831,0.7333,1,2
"10593",2013,"Bowling Green","Mid-American","Defensive Back",0.799866676330566,2.3996,3,2.33333333333333
"10594",2013,"Bowling Green","Mid-American","Defensive Line",0.794466654459635,2.3834,3,2.66666666666667
"10595",2013,"Bowling Green","Mid-American","Linebacker",0.738099992275238,0.7381,1,2
"10596",2013,"Bowling Green","Mid-American","Offensive Line",0.773966670036316,2.3219,3,2
"10597",2013,"Bowling Green","Mid-American","Quarterback",0.786199986934662,0.7862,1,2
"10598",2013,"Bowling Green","Mid-American","Receiver",0.805474996566772,3.2219,4,2.5
"10599",2013,"Bowling Green","Mid-American","Running Back",0.816799986362457,4.084,5,2.8
"10600",2013,"Bowling Green","Mid-American","Special Teams",0.770000010728836,1.54,2,2
"10601",2013,"Buffalo","Mid-American","Defensive Back",0.774424999952316,3.0977,4,2
"10602",2013,"Buffalo","Mid-American","Defensive Line",0.747324988245964,2.9893,4,2
"10603",2013,"Buffalo","Mid-American","Linebacker",0.741133312384287,2.2234,3,2
"10604",2013,"Buffalo","Mid-American","Offensive Line",0.733299970626831,0.7333,1,2
"10605",2013,"Buffalo","Mid-American","Quarterback",0.798200011253357,0.7982,1,3
"10606",2013,"Buffalo","Mid-American","Receiver",0.805999994277954,0.806,1,3
"10607",2013,"Buffalo","Mid-American","Running Back",0.733299970626831,0.7333,1,2
"10608",2013,"Buffalo","Mid-American","Special Teams",0.733299970626831,0.7333,1,2
"10609",2013,"BYU","FBS Independents","Defensive Back",0.806924998760223,3.2277,4,2.75
"10610",2013,"BYU","FBS Independents","Defensive Line",0.807599991559982,1.6152,2,3
"10611",2013,"BYU","FBS Independents","Linebacker",0.81020000576973,1.6204,2,2.5
"10612",2013,"BYU","FBS Independents","Offensive Line",0.828425005078316,3.3137,4,2.75
"10613",2013,"BYU","FBS Independents","Quarterback",0.793799996376038,1.5876,2,2.5
"10614",2013,"BYU","FBS Independents","Receiver",0.811749994754791,3.247,4,2.5
"10615",2013,"BYU","FBS Independents","Running Back",0.77813333272934,2.3344,3,2.33333333333333
"10616",2013,"California","Pac-12","Defensive Back",0.855433324972788,2.5663,3,3
"10617",2013,"California","Pac-12","Defensive Line",0.836975008249283,3.3479,4,3
"10618",2013,"California","Pac-12","Linebacker",0.851300001144409,2.5539,3,3
"10619",2013,"California","Pac-12","Offensive Line",0.847940003871918,4.2397,5,3.2
"10620",2013,"California","Pac-12","Quarterback",0.912599980831146,0.9126,1,4
"10621",2013,"California","Pac-12","Receiver",0.826200008392334,2.4786,3,3
"10622",2013,"California","Pac-12","Running Back",0.876699984073639,0.8767,1,3
"10623",2013,"California","Pac-12","Special Teams",0.834699988365173,0.8347,1,3
"10624",2013,"Central Michigan","Mid-American","Defensive Back",0.763033330440521,2.2891,3,2.33333333333333
"10625",2013,"Central Michigan","Mid-American","Defensive Line",0.761899992823601,3.0476,4,2
"10626",2013,"Central Michigan","Mid-American","Linebacker",0.756049990653992,1.5121,2,2
"10627",2013,"Central Michigan","Mid-American","Offensive Line",0.805500000715256,3.222,4,2.5
"10628",2013,"Central Michigan","Mid-American","Quarterback",0.794399976730347,0.7944,1,2
"10629",2013,"Central Michigan","Mid-American","Receiver",0.801799992720286,2.4054,3,2.33333333333333
"10630",2013,"Central Michigan","Mid-American","Running Back",0.738099992275238,0.7381,1,2
"10631",2013,"Central Michigan","Mid-American","Special Teams",0.826499998569489,0.8265,1,3
"10632",2013,"Cincinnati","American Athletic","Defensive Back",0.783200025558472,0.7832,1,2
"10633",2013,"Cincinnati","American Athletic","Defensive Line",0.796500027179718,0.7965,1,2
"10634",2013,"Cincinnati","American Athletic","Linebacker",0.85180002450943,0.8518,1,3
"10635",2013,"Cincinnati","American Athletic","Offensive Line",0.812699973583221,0.8127,1,3
"10636",2013,"Cincinnati","American Athletic","Quarterback",0.830000003178914,2.49,3,3
"10637",2013,"Cincinnati","American Athletic","Receiver",0.836974993348122,3.3479,4,3.25
"10638",2013,"Cincinnati","American Athletic","Special Teams",0.852199971675873,0.8522,1,3
"10639",2013,"Clemson","ACC","Defensive Back",0.867240011692047,4.3362,5,3.2
"10640",2013,"Clemson","ACC","Defensive Line",0.88673331340154,2.6602,3,3.66666666666667
"10641",2013,"Clemson","ACC","Linebacker",0.892224997282028,3.5689,4,3.75
"10642",2013,"Clemson","ACC","Offensive Line",0.899399995803833,1.7988,2,3.5
"10643",2013,"Clemson","ACC","Receiver",0.887400011221568,2.6622,3,3.33333333333333
"10644",2013,"Clemson","ACC","Running Back",0.92739999294281,0.9274,1,4
"10645",2013,"Clemson","ACC","Special Teams",0.860099991162618,2.5803,3,3.33333333333333
"10646",2013,"Colorado","Pac-12","Defensive Back",0.828600019216537,1.6572,2,3
"10647",2013,"Colorado","Pac-12","Defensive Line",0.812666654586792,2.438,3,2.66666666666667
"10648",2013,"Colorado","Pac-12","Linebacker",0.804100006818771,1.6082,2,2.5
"10649",2013,"Colorado","Pac-12","Offensive Line",0.820219993591309,4.1011,5,2.8
"10650",2013,"Colorado","Pac-12","Quarterback",0.874599993228912,0.8746,1,3
"10651",2013,"Colorado","Pac-12","Receiver",0.833625003695488,3.3345,4,3
"10652",2013,"Colorado","Pac-12","Running Back",0.802400012811025,2.4072,3,2.33333333333333
"10653",2013,"Colorado State","Mountain West","Defensive Back",0.78575000166893,1.5715,2,2
"10654",2013,"Colorado State","Mountain West","Defensive Line",0.781333347161611,2.344,3,2.33333333333333
"10655",2013,"Colorado State","Mountain West","Linebacker",0.784033338228861,2.3521,3,2.33333333333333
"10656",2013,"Colorado State","Mountain West","Offensive Line",0.802366654078166,2.4071,3,2.66666666666667
"10657",2013,"Colorado State","Mountain West","Quarterback",0.835600018501282,0.8356,1,3
"10658",2013,"Colorado State","Mountain West","Receiver",0.793300002813339,3.1732,4,2.5
"10659",2013,"Colorado State","Mountain West","Running Back",0.799899995326996,0.7999,1,3
"10660",2013,"Colorado State","Mountain West","Special Teams",0.787649989128113,1.5753,2,2.5
"10661",2013,"Connecticut","American Athletic","Defensive Back",0.811766664187113,2.4353,3,2.66666666666667
"10662",2013,"Connecticut","American Athletic","Defensive Line",0.793079996109009,3.9654,5,2.4
"10663",2013,"Connecticut","American Athletic","Linebacker",0.836675003170967,3.3467,4,3
"10664",2013,"Connecticut","American Athletic","Offensive Line",0.81360000371933,2.4408,3,3
"10665",2013,"Connecticut","American Athletic","Quarterback",0.853100001811981,1.7062,2,3
"10666",2013,"Connecticut","American Athletic","Receiver",0.810599999768393,5.6742,7,2.71428571428571
"10667",2013,"Connecticut","American Athletic","Special Teams",0.787299990653992,1.5746,2,2.5
"10668",2013,"Duke","ACC","Defensive Back",0.818859994411469,4.0943,5,2.8
"10669",2013,"Duke","ACC","Defensive Line",0.778299987316132,0.7783,1,2
"10670",2013,"Duke","ACC","Linebacker",0.853399991989136,0.8534,1,3
"10671",2013,"Duke","ACC","Offensive Line",0.825366655985514,2.4761,3,3
"10672",2013,"Duke","ACC","Quarterback",0.825150012969971,1.6503,2,3
"10673",2013,"Duke","ACC","Receiver",0.815074995160103,3.2603,4,2.75
"10674",2013,"Duke","ACC","Running Back",0.815699994564056,1.6314,2,2.5
"10675",2013,"Duke","ACC","Special Teams",0.808899998664856,1.6178,2,3
"10676",2013,"East Carolina","Conference USA","Defensive Back",0.773879992961884,3.8694,5,2.4
"10677",2013,"East Carolina","Conference USA","Defensive Line",0.78808000087738,3.9404,5,2.4
"10678",2013,"East Carolina","Conference USA","Linebacker",0.83976666132609,2.5193,3,3
"10679",2013,"East Carolina","Conference USA","Offensive Line",0.787474989891052,3.1499,4,2.25
"10680",2013,"East Carolina","Conference USA","Quarterback",0.833400011062622,1.6668,2,3
"10681",2013,"East Carolina","Conference USA","Receiver",0.78766667842865,2.363,3,2.33333333333333
"10682",2013,"East Carolina","Conference USA","Running Back",0.875800013542175,0.8758,1,3
"10683",2013,"East Carolina","Conference USA","Special Teams",0.778199970722198,0.7782,1,2
"10684",2013,"Eastern Michigan","Mid-American","Defensive Back",0.742099980513255,2.2263,3,2
"10685",2013,"Eastern Michigan","Mid-American","Defensive Line",0.786400020122528,0.7864,1,2
"10686",2013,"Eastern Michigan","Mid-American","Linebacker",0.755750000476837,3.023,4,2
"10687",2013,"Eastern Michigan","Mid-American","Offensive Line",0.81139999628067,0.8114,1,3
"10688",2013,"Eastern Michigan","Mid-American","Quarterback",0.815266648928324,2.4458,3,2.33333333333333
"10689",2013,"Eastern Michigan","Mid-American","Receiver",0.744199991226196,0.7442,1,2
"10690",2013,"Eastern Michigan","Mid-American","Running Back",0.758099973201752,0.7581,1,2
"10691",2013,"Eastern Michigan","Mid-American","Special Teams",0.776774987578392,3.1071,4,2.25
"10692",2013,"Florida","SEC","Defensive Back",0.956824988126755,3.8273,4,4.25
"10693",2013,"Florida","SEC","Defensive Line",0.903799986839294,4.519,5,3.6
"10694",2013,"Florida","SEC","Linebacker",0.936599984765053,3.7464,4,3.75
"10695",2013,"Florida","SEC","Offensive Line",0.853925004601479,3.4157,4,3
"10696",2013,"Florida","SEC","Quarterback",0.847100019454956,0.8471,1,3
"10697",2013,"Florida","SEC","Receiver",0.912139987945557,4.5607,5,3.6
"10698",2013,"Florida","SEC","Running Back",0.944649994373322,1.8893,2,4.5
"10699",2013,"Florida","SEC","Special Teams",0.815599977970123,0.8156,1,3
"10700",2013,"Florida Atlantic","Conference USA","Defensive Back",0.789624989032745,3.1585,4,2.25
"10701",2013,"Florida Atlantic","Conference USA","Defensive Line",0.769400000572205,1.5388,2,2
"10702",2013,"Florida Atlantic","Conference USA","Linebacker",0.795300006866455,1.5906,2,2.5
"10703",2013,"Florida Atlantic","Conference USA","Offensive Line",0.793466667334239,2.3804,3,2.33333333333333
"10704",2013,"Florida Atlantic","Conference USA","Quarterback",0.782400012016296,0.7824,1,2
"10705",2013,"Florida Atlantic","Conference USA","Receiver",0.791833321253459,2.3755,3,2.66666666666667
"10706",2013,"Florida Atlantic","Conference USA","Running Back",0.795749992132187,1.5915,2,2.5
"10707",2013,"Florida Atlantic","Conference USA","Special Teams",0.789450019598007,1.5789,2,2
"10708",2013,"Florida International","Conference USA","Defensive Back",0.800450012087822,3.2018,4,2.5
"10709",2013,"Florida International","Conference USA","Defensive Line",0.744549989700317,1.4891,2,2
"10710",2013,"Florida International","Conference USA","Linebacker",0.777900000413259,2.3337,3,2
"10711",2013,"Florida International","Conference USA","Offensive Line",0.777600010236104,2.3328,3,2
"10712",2013,"Florida International","Conference USA","Quarterback",0.716649979352951,1.4333,2,2
"10713",2013,"Florida International","Conference USA","Receiver",0.780333340167999,2.341,3,2
"10714",2013,"Florida International","Conference USA","Running Back",0.773100018501282,1.5462,2,2
"10715",2013,"Florida State","ACC","Defensive Back",0.92399999499321,1.848,2,4
"10716",2013,"Florida State","ACC","Defensive Line",0.899533311525981,2.6986,3,3.33333333333333
"10717",2013,"Florida State","ACC","Linebacker",0.913599991798401,4.568,5,3.6
"10718",2013,"Florida State","ACC","Offensive Line",0.871999993920326,3.488,4,3.25
"10719",2013,"Florida State","ACC","Quarterback",0.837599992752075,0.8376,1,3
"10720",2013,"Florida State","ACC","Receiver",0.874624997377396,3.4985,4,3.5
"10721",2013,"Florida State","ACC","Running Back",0.973999977111816,0.974,1,4
"10722",2013,"Florida State","ACC","Special Teams",0.892599999904633,0.8926,1,4
"10723",2013,"Fresno State","Mountain West","Defensive Back",0.810600012540817,1.6212,2,3
"10724",2013,"Fresno State","Mountain West","Defensive Line",0.801250010728836,3.205,4,2.75
"10725",2013,"Fresno State","Mountain West","Linebacker",0.805350005626678,1.6107,2,2.5
"10726",2013,"Fresno State","Mountain West","Offensive Line",0.782750010490417,1.5655,2,2
"10727",2013,"Fresno State","Mountain West","Quarterback",0.877600014209747,0.8776,1,3
"10728",2013,"Fresno State","Mountain West","Receiver",0.797099992632866,3.1884,4,2.5
"10729",2013,"Fresno State","Mountain West","Running Back",0.805800020694733,0.8058,1,3
"10730",2013,"Fresno State","Mountain West","Special Teams",0.796199977397919,0.7962,1,2
"10731",2013,"Georgia","SEC","Defensive Back",0.899342843464443,6.2954,7,3.57142857142857
"10732",2013,"Georgia","SEC","Defensive Line",0.878199994564056,1.7564,2,3.5
"10733",2013,"Georgia","SEC","Linebacker",0.893579995632172,4.4679,5,3.6
"10734",2013,"Georgia","SEC","Offensive Line",0.860479998588562,4.3024,5,3
"10735",2013,"Georgia","SEC","Quarterback",0.951799988746643,0.9518,1,4
"10736",2013,"Georgia","SEC","Receiver",0.886359989643097,4.4318,5,3.2
"10737",2013,"Georgia","SEC","Running Back",0.853300005197525,1.7066,2,3.5
"10738",2013,"Georgia State","Sun Belt","Defensive Back",0.739899973074595,2.2197,3,2
"10739",2013,"Georgia State","Sun Belt","Defensive Line",0.753199994564056,1.5064,2,2
"10740",2013,"Georgia State","Sun Belt","Linebacker",0.794400006532669,1.5888,2,2.5
"10741",2013,"Georgia State","Sun Belt","Offensive Line",0.750699996948242,1.5014,2,2
"10742",2013,"Georgia State","Sun Belt","Receiver",0.746933341026306,2.2408,3,2
"10743",2013,"Georgia Tech","ACC","Defensive Back",0.807599991559982,1.6152,2,2.5
"10744",2013,"Georgia Tech","ACC","Defensive Line",0.845800002415975,2.5374,3,3
"10745",2013,"Georgia Tech","ACC","Linebacker",0.781000018119812,0.781,1,2
"10746",2013,"Georgia Tech","ACC","Offensive Line",0.87975001335144,1.7595,2,3.5
"10747",2013,"Georgia Tech","ACC","Receiver",0.832100003957748,1.6642,2,3
"10748",2013,"Georgia Tech","ACC","Running Back",0.856550008058548,1.7131,2,3
"10749",2013,"Georgia Tech","ACC","Special Teams",0.81385001540184,1.6277,2,2.5
"10750",2013,"Hawai'i","Mountain West","Defensive Back",0.795800000429153,1.5916,2,2.5
"10751",2013,"Hawai'i","Mountain West","Defensive Line",0.812900006771088,1.6258,2,2.5
"10752",2013,"Hawai'i","Mountain West","Linebacker",0.76728001832962,3.8364,5,2
"10753",2013,"Hawai'i","Mountain West","Offensive Line",0.798949986696243,1.5979,2,2.5
"10754",2013,"Hawai'i","Mountain West","Quarterback",0.81810000538826,1.6362,2,2.5
"10755",2013,"Hawai'i","Mountain West","Receiver",0.812433342138926,2.4373,3,2.66666666666667
"10756",2013,"Hawai'i","Mountain West","Running Back",0.804800003767014,1.6096,2,3
"10757",2013,"Houston","American Athletic","Defensive Back",0.795800000429153,1.5916,2,2.5
"10758",2013,"Houston","American Athletic","Defensive Line",0.830999990304311,2.493,3,3
"10759",2013,"Houston","American Athletic","Linebacker",0.816449999809265,1.6329,2,2.5
"10760",2013,"Houston","American Athletic","Offensive Line",0.831166664759318,2.4935,3,2.66666666666667
"10761",2013,"Houston","American Athletic","Quarterback",0.859399974346161,0.8594,1,3
"10762",2013,"Houston","American Athletic","Receiver",0.833439993858337,4.1672,5,2.8
"10763",2013,"Houston","American Athletic","Running Back",0.85589998960495,0.8559,1,3
"10764",2013,"Houston","American Athletic","Special Teams",0.814866662025452,2.4446,3,3
"10765",2013,"Idaho","FBS Independents","Defensive Back",0.770599991083145,1.5412,2,2
"10766",2013,"Idaho","FBS Independents","Linebacker",0.773100018501282,0.7731,1,2
"10767",2013,"Idaho","FBS Independents","Offensive Line",0.746349990367889,2.9854,4,2
"10768",2013,"Idaho","FBS Independents","Quarterback",0.753099977970123,0.7531,1,2
