"","year","team","conference","division","total_games","total_wins","total_losses","total_ties","conference_games","conference_wins","conference_losses","conference_ties","home_games","home_wins","home_losses","home_ties","away_games","away_wins","away_losses","away_ties"
"1299",2010,"Washington","Pac-10","",13,7,6,0,10,5,5,0,6,3,3,0,6,3,3,0
"1300",2010,"Washington State","Pac-10","",12,2,10,0,9,1,8,0,6,1,5,0,6,1,5,0
"1301",2010,"Western Kentucky","Sun Belt","",12,2,10,0,8,2,6,0,5,0,5,0,7,2,5,0
"1302",2010,"Western Michigan","Mid-American","West",12,6,6,0,8,5,3,0,6,3,3,0,6,3,3,0
"1303",2010,"West Virginia","Big East","",13,9,4,0,7,5,2,0,7,6,1,0,5,3,2,0
"1304",2010,"Wisconsin","Big Ten","",13,11,2,0,11,9,2,0,7,7,0,0,5,4,1,0
"1305",2010,"Wyoming","Mountain West","",12,3,9,0,8,1,7,0,6,2,4,0,6,1,5,0
"1306",2011,"Air Force","Mountain West","",13,7,6,0,7,3,4,0,7,4,3,0,5,3,2,0
"1307",2011,"Akron","Mid-American","East",12,1,11,0,8,0,8,0,6,1,5,0,6,0,6,0
"1308",2011,"Alabama","SEC","West",13,12,1,0,9,8,1,0,7,6,1,0,5,5,0,0
"1309",2011,"Arizona","Pac-12","South",12,4,8,0,9,2,7,0,6,3,3,0,6,1,5,0
"1310",2011,"Arizona State","Pac-12","South",13,6,7,0,9,4,5,0,7,5,2,0,5,1,4,0
"1311",2011,"Arkansas","SEC","West",13,11,2,0,8,6,2,0,7,7,0,0,4,2,2,0
"1312",2011,"Arkansas State","Sun Belt","",13,10,3,0,8,8,0,0,6,6,0,0,6,4,2,0
"1313",2011,"Army","FBS Independents","",12,3,9,0,0,0,0,0,4,3,1,0,6,0,6,0
"1314",2011,"Auburn","SEC","West",13,8,5,0,8,4,4,0,7,6,1,0,5,1,4,0
"1315",2011,"Ball State","Mid-American","West",12,6,6,0,8,4,4,0,5,3,2,0,6,2,4,0
"1316",2011,"Baylor","Big 12","",13,10,3,0,9,6,3,0,7,7,0,0,4,1,3,0
"1317",2011,"Boise State","Mountain West","",13,12,1,0,7,6,1,0,6,5,1,0,6,6,0,0
"1318",2011,"Boston College","ACC","Atlantic",12,4,8,0,8,3,5,0,6,2,4,0,6,2,4,0
"1319",2011,"Bowling Green","Mid-American","East",12,5,7,0,8,3,5,0,6,2,4,0,6,3,3,0
"1320",2011,"Buffalo","Mid-American","East",12,3,9,0,8,2,6,0,6,3,3,0,6,0,6,0
"1321",2011,"BYU","FBS Independents","",13,10,3,0,0,0,0,0,7,6,1,0,4,3,1,0
"1322",2011,"California","Pac-12","North",13,7,6,0,10,5,5,0,6,5,1,0,6,2,4,0
"1323",2011,"Central Michigan","Mid-American","West",12,3,9,0,8,2,6,0,5,2,3,0,7,1,6,0
"1324",2011,"Cincinnati","Big East","",13,10,3,0,7,5,2,0,6,5,1,0,6,4,2,0
"1325",2011,"Clemson","ACC","Atlantic",14,10,4,0,9,7,2,0,7,7,0,0,5,2,3,0
"1326",2011,"Colorado","Pac-12","South",13,3,10,0,10,2,8,0,5,1,4,0,7,1,6,0
"1327",2011,"Colorado State","Mountain West","",12,3,9,0,7,1,6,0,6,1,5,0,5,2,3,0
"1328",2011,"Connecticut","Big East","",12,5,7,0,7,3,4,0,7,4,3,0,5,1,4,0
"1329",2011,"Duke","ACC","Coastal",12,3,9,0,8,1,7,0,7,1,6,0,5,2,3,0
"1330",2011,"East Carolina","Conference USA","East",12,5,7,0,8,4,4,0,6,3,3,0,5,2,3,0
"1331",2011,"Eastern Michigan","Mid-American","West",12,6,6,0,8,4,4,0,6,5,1,0,6,1,5,0
"1332",2011,"Florida","SEC","East",13,7,6,0,8,3,5,0,7,5,2,0,4,1,3,0
"1333",2011,"Florida Atlantic","Sun Belt","",12,1,11,0,8,0,8,0,5,1,4,0,7,0,7,0
"1334",2011,"Florida International","Sun Belt","",13,8,5,0,8,5,3,0,6,4,2,0,6,4,2,0
"1335",2011,"Florida State","ACC","Atlantic",13,9,4,0,8,5,3,0,7,5,2,0,5,3,2,0
"1336",2011,"Fresno State","Western Athletic","",13,4,9,0,7,3,4,0,6,2,4,0,7,2,5,0
"1337",2011,"Georgia","SEC","East",14,10,4,0,9,7,2,0,7,5,2,0,4,4,0,0
"1338",2011,"Georgia Tech","ACC","Coastal",13,8,5,0,8,5,3,0,7,5,2,0,5,3,2,0
"1339",2011,"Hawai'i","Western Athletic","",13,6,7,0,7,3,4,0,7,4,3,0,6,2,4,0
"1340",2011,"Houston","Conference USA","West",14,13,1,0,9,8,1,0,7,6,1,0,6,6,0,0
"1341",2011,"Idaho","Western Athletic","",12,2,10,0,7,1,6,0,6,1,5,0,6,1,5,0
"1342",2011,"Illinois","Big Ten","Leaders",13,7,6,0,8,2,6,0,8,5,3,0,4,1,3,0
"1343",2011,"Indiana","Big Ten","Leaders",12,1,11,0,8,0,8,0,6,1,5,0,5,0,5,0
"1344",2011,"Iowa","Big Ten","Legends",13,7,6,0,8,4,4,0,7,6,1,0,5,1,4,0
"1345",2011,"Iowa State","Big 12","",13,6,7,0,9,3,6,0,6,4,2,0,6,2,4,0
"1346",2011,"Kansas","Big 12","",12,2,10,0,9,0,9,0,6,2,4,0,5,0,5,0
"1347",2011,"Kansas State","Big 12","",13,10,3,0,9,7,2,0,7,6,1,0,5,4,1,0
"1348",2011,"Kent State","Mid-American","East",12,5,7,0,8,4,4,0,6,4,2,0,6,1,5,0
"1349",2011,"Kentucky","SEC","East",12,5,7,0,8,2,6,0,7,4,3,0,4,0,4,0
"1350",2011,"Louisiana","Sun Belt","",13,9,4,0,8,6,2,0,5,5,0,0,7,3,4,0
"1351",2011,"Louisiana Monroe","Sun Belt","",12,4,8,0,8,3,5,0,5,2,3,0,7,2,5,0
"1352",2011,"Louisiana Tech","Western Athletic","",13,8,5,0,7,6,1,0,5,3,2,0,7,5,2,0
"1353",2011,"Louisville","Big East","",13,7,6,0,7,5,2,0,6,3,3,0,6,4,2,0
"1354",2011,"LSU","SEC","West",14,13,1,0,10,9,1,0,6,6,0,0,5,5,0,0
"1355",2011,"Marshall","Conference USA","East",13,7,6,0,8,5,3,0,5,4,1,0,7,2,5,0
"1356",2011,"Maryland","ACC","Atlantic",12,2,10,0,8,1,7,0,7,2,5,0,4,0,4,0
"1357",2011,"Memphis","Conference USA","East",12,2,10,0,8,1,7,0,6,1,5,0,6,1,5,0
"1358",2011,"Miami","ACC","Coastal",12,6,6,0,8,3,5,0,7,4,3,0,5,2,3,0
"1359",2011,"Miami (OH)","Mid-American","East",12,4,8,0,8,3,5,0,6,3,3,0,6,1,5,0
"1360",2011,"Michigan","Big Ten","Legends",13,11,2,0,8,6,2,0,8,8,0,0,4,2,2,0
"1361",2011,"Michigan State","Big Ten","Legends",14,11,3,0,9,7,2,0,7,7,0,0,5,3,2,0
"1362",2011,"Middle Tennessee","Sun Belt","",12,2,10,0,8,1,7,0,6,1,5,0,6,1,5,0
"1363",2011,"Minnesota","Big Ten","Legends",12,3,9,0,8,2,6,0,7,3,4,0,5,0,5,0
"1364",2011,"Mississippi State","SEC","West",13,7,6,0,8,2,6,0,6,3,3,0,6,3,3,0
"1365",2011,"Missouri","Big 12","",13,8,5,0,9,5,4,0,6,5,1,0,5,1,4,0
"1366",2011,"Navy","FBS Independents","",12,5,7,0,0,0,0,0,5,2,3,0,6,2,4,0
"1367",2011,"NC State","ACC","Atlantic",13,8,5,0,8,4,4,0,7,6,1,0,5,1,4,0
"1368",2011,"Nebraska","Big Ten","Legends",13,9,4,0,8,5,3,0,7,6,1,0,5,3,2,0
"1369",2011,"Nevada","Western Athletic","",13,7,6,0,7,5,2,0,6,5,1,0,6,2,4,0
"1370",2011,"New Mexico","Mountain West","",12,1,11,0,7,1,6,0,6,1,5,0,6,0,6,0
"1371",2011,"New Mexico State","Western Athletic","",13,4,9,0,7,2,5,0,6,2,4,0,7,2,5,0
"1372",2011,"North Carolina","ACC","Coastal",13,7,6,0,8,3,5,0,7,6,1,0,5,1,4,0
"1373",2011,"Northern Illinois","Mid-American","West",14,11,3,0,9,8,1,0,6,6,0,0,5,3,2,0
"1374",2011,"North Texas","Sun Belt","",12,5,7,0,8,4,4,0,6,4,2,0,6,1,5,0
"1375",2011,"Northwestern","Big Ten","Legends",13,6,7,0,8,3,5,0,6,3,3,0,6,3,3,0
"1376",2011,"Notre Dame","FBS Independents","",13,8,5,0,0,0,0,0,6,4,2,0,5,3,2,0
"1377",2011,"Ohio","Mid-American","East",14,10,4,0,9,6,3,0,6,5,1,0,6,4,2,0
"1378",2011,"Ohio State","Big Ten","Leaders",13,6,7,0,8,3,5,0,7,5,2,0,5,1,4,0
"1379",2011,"Oklahoma","Big 12","",13,10,3,0,9,6,3,0,6,5,1,0,5,3,2,0
"1380",2011,"Oklahoma State","Big 12","",13,12,1,0,9,8,1,0,6,6,0,0,6,5,1,0
"1381",2011,"Ole Miss","SEC","West",12,2,10,0,8,0,8,0,7,1,6,0,5,1,4,0
"1382",2011,"Oregon","Pac-12","North",14,12,2,0,10,9,1,0,8,7,1,0,4,4,0,0
"1383",2011,"Oregon State","Pac-12","North",12,3,9,0,9,3,6,0,6,2,4,0,6,1,5,0
"1384",2011,"Penn State","Big Ten","Leaders",13,9,4,0,8,6,2,0,7,5,2,0,5,4,1,0
"1385",2011,"Pittsburgh","Big East","",13,6,7,0,7,4,3,0,8,5,3,0,4,1,3,0
"1386",2011,"Purdue","Big Ten","Leaders",13,7,6,0,8,4,4,0,7,5,2,0,5,1,4,0
"1387",2011,"Rice","Conference USA","West",12,4,8,0,8,3,5,0,5,4,1,0,7,0,7,0
"1388",2011,"Rutgers","Big East","",13,9,4,0,7,4,3,0,7,6,1,0,4,1,3,0
"1389",2011,"San Diego State","Mountain West","",13,8,5,0,7,4,3,0,7,4,3,0,5,4,1,0
"1390",2011,"San José State","Western Athletic","",12,5,7,0,7,3,4,0,5,3,2,0,7,2,5,0
"1391",2011,"SMU","Conference USA","West",13,8,5,0,8,5,3,0,6,5,1,0,6,2,4,0
"1392",2011,"South Carolina","SEC","East",13,11,2,0,8,6,2,0,7,6,1,0,4,3,1,0
"1393",2011,"Southern Mississippi","Conference USA","East",14,12,2,0,9,7,2,0,6,6,0,0,7,5,2,0
"1394",2011,"South Florida","Big East","",12,5,7,0,7,1,6,0,7,3,4,0,5,2,3,0
"1395",2011,"Stanford","Pac-12","North",13,11,2,0,9,8,1,0,7,6,1,0,5,5,0,0
"1396",2011,"Syracuse","Big East","",12,5,7,0,7,1,6,0,7,4,3,0,5,1,4,0
"1397",2011,"TCU","Mountain West","",13,11,2,0,7,7,0,0,6,5,1,0,5,4,1,0
"1398",2011,"Temple","Mid-American","East",13,9,4,0,8,5,3,0,7,5,2,0,5,3,2,0
"1399",2011,"Tennessee","SEC","East",12,5,7,0,8,1,7,0,8,5,3,0,4,0,4,0
"1400",2011,"Texas","Big 12","",13,8,5,0,9,4,5,0,6,4,2,0,5,3,2,0
"1401",2011,"Texas A&M","Big 12","",13,7,6,0,9,4,5,0,7,4,3,0,4,2,2,0
"1402",2011,"Texas Tech","Big 12","",12,5,7,0,9,2,7,0,6,2,4,0,5,3,2,0
"1403",2011,"Toledo","Mid-American","West",13,9,4,0,8,7,1,0,6,4,2,0,6,4,2,0
"1404",2011,"Troy","Sun Belt","",12,3,9,0,8,2,6,0,5,3,2,0,7,0,7,0
"1405",2011,"Tulane","Conference USA","West",13,2,11,0,8,1,7,0,6,1,5,0,7,1,6,0
"1406",2011,"Tulsa","Conference USA","West",13,8,5,0,8,7,1,0,6,4,2,0,6,4,2,0
"1407",2011,"UAB","Conference USA","East",12,3,9,0,8,3,5,0,5,2,3,0,7,1,6,0
"1408",2011,"UCF","Conference USA","East",12,5,7,0,8,3,5,0,6,5,1,0,6,0,6,0
"1409",2011,"UCLA","Pac-12","South",14,6,8,0,10,5,5,0,6,5,1,0,7,1,6,0
"1410",2011,"UNLV","Mountain West","",12,2,10,0,7,1,6,0,5,2,3,0,7,0,7,0
"1411",2011,"USC","Pac-12","South",12,10,2,0,9,7,2,0,7,6,1,0,5,4,1,0
"1412",2011,"Utah","Pac-12","South",13,8,5,0,9,4,5,0,6,3,3,0,6,4,2,0
"1413",2011,"Utah State","Western Athletic","",13,7,6,0,7,5,2,0,6,4,2,0,6,3,3,0
"1414",2011,"UTEP","Conference USA","West",12,5,7,0,8,2,6,0,6,3,3,0,6,2,4,0
"1415",2011,"Vanderbilt","SEC","East",13,6,7,0,8,2,6,0,7,5,2,0,5,1,4,0
"1416",2011,"Virginia","ACC","Coastal",13,8,5,0,8,5,3,0,7,4,3,0,5,4,1,0
"1417",2011,"Virginia Tech","ACC","Coastal",14,11,3,0,9,7,2,0,6,5,1,0,6,6,0,0
"1418",2011,"Wake Forest","ACC","Atlantic",13,6,7,0,8,5,3,0,7,4,3,0,5,2,3,0
"1419",2011,"Washington","Pac-12","North",13,7,6,0,9,5,4,0,7,6,1,0,5,1,4,0
"1420",2011,"Washington State","Pac-12","North",12,4,8,0,9,2,7,0,6,3,3,0,6,1,5,0
"1421",2011,"Western Kentucky","Sun Belt","",12,7,5,0,8,7,1,0,6,3,3,0,5,4,1,0
"1422",2011,"Western Michigan","Mid-American","West",13,7,6,0,8,5,3,0,5,5,0,0,7,2,5,0
"1423",2011,"West Virginia","Big East","",13,10,3,0,7,5,2,0,7,5,2,0,5,4,1,0
"1424",2011,"Wisconsin","Big Ten","Leaders",14,11,3,0,9,7,2,0,7,7,0,0,4,2,2,0
"1425",2011,"Wyoming","Mountain West","",13,8,5,0,7,5,2,0,6,4,2,0,6,4,2,0
"1426",2012,"Air Force","Mountain West","",13,6,7,0,8,5,3,0,6,5,1,0,6,1,5,0
"1427",2012,"Akron","Mid-American","East",12,1,11,0,8,0,8,0,6,1,5,0,6,0,6,0
"1428",2012,"Alabama","SEC","West",14,13,1,0,9,8,1,0,7,6,1,0,4,4,0,0
"1429",2012,"Arizona","Pac-12","South",13,8,5,0,9,4,5,0,8,6,2,0,4,1,3,0
"1430",2012,"Arizona State","Pac-12","South",13,8,5,0,9,5,4,0,6,4,2,0,6,3,3,0
"1431",2012,"Arkansas","SEC","West",12,4,8,0,8,2,6,0,7,3,4,0,4,1,3,0
"1432",2012,"Arkansas State","Sun Belt","",13,10,3,0,8,7,1,0,6,5,1,0,6,4,2,0
"1433",2012,"Army","FBS Independents","",12,2,10,0,0,0,0,0,7,2,5,0,4,0,4,0
"1434",2012,"Auburn","SEC","West",12,3,9,0,8,0,8,0,7,3,4,0,4,0,4,0
"1435",2012,"Ball State","Mid-American","West",13,9,4,0,8,6,2,0,5,4,1,0,7,5,2,0
"1436",2012,"Baylor","Big 12","",13,8,5,0,9,4,5,0,6,5,1,0,5,1,4,0
"1437",2012,"Boise State","Mountain West","",13,11,2,0,8,7,1,0,6,5,1,0,6,5,1,0
"1438",2012,"Boston College","ACC","Atlantic",12,2,10,0,8,1,7,0,6,2,4,0,6,0,6,0
"1439",2012,"Bowling Green","Mid-American","East",13,8,5,0,8,6,2,0,6,5,1,0,6,3,3,0
"1440",2012,"Buffalo","Mid-American","East",12,4,8,0,8,3,5,0,6,3,3,0,6,1,5,0
"1441",2012,"BYU","FBS Independents","",13,8,5,0,0,0,0,0,6,5,1,0,6,2,4,0
"1442",2012,"California","Pac-12","North",12,3,9,0,9,2,7,0,7,2,5,0,5,1,4,0
"1443",2012,"Central Michigan","Mid-American","West",13,7,6,0,8,4,4,0,7,3,4,0,5,3,2,0
"1444",2012,"Cincinnati","Big East","",13,10,3,0,7,5,2,0,7,6,1,0,4,2,2,0
"1445",2012,"Clemson","ACC","Atlantic",13,11,2,0,8,7,1,0,7,6,1,0,4,3,1,0
"1446",2012,"Colorado","Pac-12","South",12,1,11,0,9,1,8,0,6,0,6,0,5,1,4,0
"1447",2012,"Colorado State","Mountain West","",12,4,8,0,8,3,5,0,6,3,3,0,5,0,5,0
"1448",2012,"Connecticut","Big East","",12,5,7,0,7,2,5,0,6,3,3,0,6,2,4,0
"1449",2012,"Duke","ACC","Coastal",13,6,7,0,8,3,5,0,7,5,2,0,5,1,4,0
"1450",2012,"East Carolina","Conference USA","East",13,8,5,0,8,7,1,0,6,5,1,0,6,3,3,0
"1451",2012,"Eastern Michigan","Mid-American","West",12,2,10,0,8,1,7,0,6,1,5,0,6,1,5,0
"1452",2012,"Florida","SEC","East",13,11,2,0,8,7,1,0,7,7,0,0,4,4,0,0
"1453",2012,"Florida Atlantic","Sun Belt","",12,3,9,0,8,2,6,0,5,2,3,0,7,1,6,0
"1454",2012,"Florida International","Sun Belt","",12,3,9,0,8,2,6,0,6,1,5,0,6,2,4,0
"1455",2012,"Florida State","ACC","Atlantic",14,12,2,0,9,8,1,0,7,6,1,0,5,4,1,0
"1456",2012,"Fresno State","Mountain West","",13,9,4,0,8,7,1,0,6,6,0,0,6,3,3,0
"1457",2012,"Georgia","SEC","East",14,12,2,0,9,7,2,0,7,7,0,0,4,3,1,0
"1458",2012,"Georgia Tech","ACC","Coastal",14,7,7,0,9,5,4,0,7,4,3,0,5,2,3,0
"1459",2012,"Hawai'i","Mountain West","",12,3,9,0,8,1,7,0,6,3,3,0,6,0,6,0
"1460",2012,"Houston","Conference USA","West",12,5,7,0,8,4,4,0,7,4,3,0,4,0,4,0
"1461",2012,"Idaho","Western Athletic","",12,1,11,0,6,1,5,0,5,1,4,0,7,0,7,0
"1462",2012,"Illinois","Big Ten","Leaders",12,2,10,0,8,0,8,0,7,2,5,0,5,0,5,0
"1463",2012,"Indiana","Big Ten","Leaders",12,4,8,0,8,2,6,0,6,2,4,0,6,2,4,0
"1464",2012,"Iowa","Big Ten","Legends",12,4,8,0,8,2,6,0,7,2,5,0,4,1,3,0
"1465",2012,"Iowa State","Big 12","",13,6,7,0,9,3,6,0,7,3,4,0,5,3,2,0
"1466",2012,"Kansas","Big 12","",12,1,11,0,9,0,9,0,6,1,5,0,6,0,6,0
"1467",2012,"Kansas State","Big 12","",13,11,2,0,9,8,1,0,7,7,0,0,5,4,1,0
"1468",2012,"Kent State","Mid-American","East",14,11,3,0,9,8,1,0,5,5,0,0,7,6,1,0
"1469",2012,"Kentucky","SEC","East",12,2,10,0,8,0,8,0,7,2,5,0,5,0,5,0
"1470",2012,"Louisiana","Sun Belt","",13,9,4,0,8,6,2,0,6,5,1,0,6,3,3,0
"1471",2012,"Louisiana Monroe","Sun Belt","",13,8,5,0,8,6,2,0,5,3,2,0,6,4,2,0
"1472",2012,"Louisiana Tech","Western Athletic","",12,9,3,0,6,4,2,0,6,4,2,0,6,5,1,0
"1473",2012,"Louisville","Big East","",13,11,2,0,7,5,2,0,7,6,1,0,5,4,1,0
"1474",2012,"LSU","SEC","West",13,10,3,0,8,6,2,0,8,7,1,0,4,3,1,0
"1475",2012,"Marshall","Conference USA","East",12,5,7,0,8,4,4,0,6,3,3,0,6,2,4,0
"1476",2012,"Maryland","ACC","Atlantic",12,4,8,0,8,2,6,0,6,2,4,0,6,2,4,0
"1477",2012,"Memphis","Conference USA","East",12,4,8,0,8,4,4,0,6,3,3,0,6,1,5,0
"1478",2012,"Miami","ACC","Coastal",12,7,5,0,8,5,3,0,6,4,2,0,6,3,3,0
"1479",2012,"Miami (OH)","Mid-American","East",12,4,8,0,8,3,5,0,5,3,2,0,7,1,6,0
"1480",2012,"Michigan","Big Ten","Legends",13,8,5,0,8,6,2,0,6,6,0,0,5,2,3,0
"1481",2012,"Michigan State","Big Ten","Legends",13,7,6,0,8,3,5,0,7,2,5,0,5,4,1,0
"1482",2012,"Middle Tennessee","Sun Belt","",12,8,4,0,8,6,2,0,5,3,2,0,7,5,2,0
"1483",2012,"Minnesota","Big Ten","Legends",13,6,7,0,8,2,6,0,7,4,3,0,5,2,3,0
"1484",2012,"Mississippi State","SEC","West",13,8,5,0,8,4,4,0,7,6,1,0,5,2,3,0
"1485",2012,"Missouri","SEC","East",12,5,7,0,8,2,6,0,7,3,4,0,5,2,3,0
"1486",2012,"Navy","FBS Independents","",13,8,5,0,0,0,0,0,5,4,1,0,5,3,2,0
"1487",2012,"NC State","ACC","Atlantic",13,7,6,0,8,4,4,0,6,5,1,0,5,2,3,0
"1488",2012,"Nebraska","Big Ten","Legends",14,10,4,0,9,7,2,0,7,7,0,0,5,3,2,0
"1489",2012,"Nevada","Mountain West","",13,7,6,0,8,4,4,0,6,2,4,0,6,5,1,0
"1490",2012,"New Mexico","Mountain West","",13,4,9,0,8,1,7,0,6,2,4,0,7,2,5,0
"1491",2012,"New Mexico State","Western Athletic","",12,1,11,0,6,0,6,0,6,1,5,0,6,0,6,0
"1492",2012,"North Carolina","ACC","Coastal",12,8,4,0,8,5,3,0,7,6,1,0,5,2,3,0
"1493",2012,"Northern Illinois","Mid-American","West",14,12,2,0,9,9,0,0,6,6,0,0,5,5,0,0
"1494",2012,"North Texas","Sun Belt","",12,4,8,0,8,3,5,0,5,3,2,0,7,1,6,0
"1495",2012,"Northwestern","Big Ten","Legends",13,10,3,0,8,5,3,0,7,6,1,0,5,3,2,0
"1496",2012,"Notre Dame","FBS Independents","",13,12,1,0,0,0,0,0,7,7,0,0,4,4,0,0
"1497",2012,"Ohio","Mid-American","East",13,9,4,0,8,4,4,0,6,5,1,0,6,3,3,0
"1498",2012,"Ohio State","Big Ten","Leaders",12,12,0,0,8,8,0,0,8,8,0,0,4,4,0,0
"1499",2012,"Oklahoma","Big 12","",13,10,3,0,9,8,1,0,6,4,2,0,5,5,0,0
"1500",2012,"Oklahoma State","Big 12","",13,8,5,0,9,5,4,0,7,6,1,0,5,1,4,0
"1501",2012,"Ole Miss","SEC","West",13,7,6,0,8,3,5,0,7,4,3,0,5,2,3,0
"1502",2012,"Oregon","Pac-12","North",13,12,1,0,9,8,1,0,7,6,1,0,5,5,0,0
"1503",2012,"Oregon State","Pac-12","North",13,9,4,0,9,6,3,0,7,6,1,0,5,3,2,0
"1504",2012,"Penn State","Big Ten","Leaders",12,8,4,0,8,6,2,0,7,5,2,0,5,3,2,0
"1505",2012,"Pittsburgh","Big East","",13,6,7,0,7,3,4,0,6,4,2,0,6,2,4,0
"1506",2012,"Purdue","Big Ten","Leaders",13,6,7,0,8,3,5,0,7,4,3,0,5,2,3,0
"1507",2012,"Rice","Conference USA","West",13,7,6,0,8,4,4,0,5,3,2,0,6,3,3,0
"1508",2012,"Rutgers","Big East","",13,9,4,0,7,5,2,0,6,4,2,0,6,5,1,0
"1509",2012,"San Diego State","Mountain West","",13,9,4,0,8,7,1,0,7,6,1,0,5,3,2,0
"1510",2012,"San José State","Western Athletic","",13,11,2,0,6,5,1,0,6,5,1,0,6,5,1,0
"1511",2012,"SMU","Conference USA","West",13,7,6,0,8,5,3,0,7,5,2,0,5,1,4,0
"1512",2012,"South Alabama","Sun Belt","",13,2,11,0,8,1,7,0,6,2,4,0,7,0,7,0
"1513",2012,"South Carolina","SEC","East",13,11,2,0,8,6,2,0,7,7,0,0,5,3,2,0
"1514",2012,"Southern Mississippi","Conference USA","East",12,0,12,0,8,0,8,0,6,0,6,0,6,0,6,0
"1515",2012,"South Florida","Big East","",12,3,9,0,7,1,6,0,6,2,4,0,6,1,5,0
"1516",2012,"Stanford","Pac-12","North",14,12,2,0,10,9,1,0,7,7,0,0,6,4,2,0
"1517",2012,"Syracuse","Big East","",13,8,5,0,7,5,2,0,5,4,1,0,6,3,3,0
"1518",2012,"TCU","Big 12","",13,7,6,0,9,4,5,0,6,2,4,0,6,5,1,0
"1519",2012,"Temple","Big East","",11,4,7,0,7,2,5,0,6,2,4,0,5,2,3,0
"1520",2012,"Tennessee","SEC","East",12,5,7,0,8,1,7,0,7,4,3,0,4,0,4,0
"1521",2012,"Texas","Big 12","",13,9,4,0,9,5,4,0,6,4,2,0,5,4,1,0
"1522",2012,"Texas A&M","SEC","West",13,11,2,0,8,6,2,0,6,4,2,0,6,6,0,0
"1523",2012,"Texas State","Western Athletic","",12,4,8,0,6,2,4,0,6,3,3,0,6,1,5,0
"1524",2012,"Texas Tech","Big 12","",13,8,5,0,9,4,5,0,6,4,2,0,5,3,2,0
"1525",2012,"Toledo","Mid-American","West",13,9,4,0,8,6,2,0,6,5,1,0,6,4,2,0
"1526",2012,"Troy","Sun Belt","",12,5,7,0,8,3,5,0,6,2,4,0,6,3,3,0
"1527",2012,"Tulane","Conference USA","West",12,2,10,0,8,2,6,0,7,2,5,0,5,0,5,0
"1528",2012,"Tulsa","Conference USA","West",14,11,3,0,9,8,1,0,7,7,0,0,6,3,3,0
"1529",2012,"UAB","Conference USA","East",12,3,9,0,8,2,6,0,6,2,4,0,6,1,5,0
"1530",2012,"UCF","Conference USA","East",14,10,4,0,9,7,2,0,6,5,1,0,7,4,3,0
"1531",2012,"UCLA","Pac-12","South",14,9,5,0,10,6,4,0,7,5,2,0,6,4,2,0
"1532",2012,"UMass","Mid-American","East",12,1,11,0,8,1,7,0,5,0,5,0,7,1,6,0
"1533",2012,"UNLV","Mountain West","",13,2,11,0,8,2,6,0,7,2,5,0,6,0,6,0
"1534",2012,"USC","Pac-12","South",13,7,6,0,9,5,4,0,6,4,2,0,5,2,3,0
"1535",2012,"Utah","Pac-12","South",12,5,7,0,9,3,6,0,6,4,2,0,6,1,5,0
"1536",2012,"Utah State","Western Athletic","",13,11,2,0,6,6,0,0,6,6,0,0,6,4,2,0
"1537",2012,"UTEP","Conference USA","West",12,3,9,0,8,2,6,0,6,2,4,0,6,1,5,0
"1538",2012,"UT San Antonio","Western Athletic","",12,8,4,0,6,3,3,0,6,4,2,0,6,4,2,0
"1539",2012,"Vanderbilt","SEC","East",13,9,4,0,8,5,3,0,6,4,2,0,6,4,2,0
"1540",2012,"Virginia","ACC","Coastal",12,4,8,0,8,2,6,0,7,3,4,0,5,1,4,0
"1541",2012,"Virginia Tech","ACC","Coastal",13,7,6,0,8,4,4,0,6,5,1,0,5,1,4,0
"1542",2012,"Wake Forest","ACC","Atlantic",12,5,7,0,8,3,5,0,7,4,3,0,5,1,4,0
"1543",2012,"Washington","Pac-12","North",13,7,6,0,9,5,4,0,6,5,1,0,6,2,4,0
"1544",2012,"Washington State","Pac-12","North",12,3,9,0,9,1,8,0,6,2,4,0,6,1,5,0
"1545",2012,"Western Kentucky","Sun Belt","",13,7,6,0,8,4,4,0,6,3,3,0,6,4,2,0
"1546",2012,"Western Michigan","Mid-American","West",12,4,8,0,8,2,6,0,6,3,3,0,6,1,5,0
"1547",2012,"West Virginia","Big 12","",13,7,6,0,9,4,5,0,7,4,3,0,4,2,2,0
"1548",2012,"Wisconsin","Big Ten","Leaders",14,8,6,0,9,5,4,0,7,5,2,0,5,2,3,0
"1549",2012,"Wyoming","Mountain West","",12,4,8,0,8,3,5,0,6,1,5,0,6,3,3,0
"1550",2013,"Air Force","Mountain West","Mountain",12,2,10,0,8,0,8,0,7,2,5,0,5,0,5,0
"1551",2013,"Akron","Mid-American","East",12,5,7,0,8,4,4,0,6,3,3,0,6,2,4,0
"1552",2013,"Alabama","SEC","West",13,11,2,0,8,7,1,0,7,7,0,0,4,3,1,0
"1553",2013,"Arizona","Pac-12","South",13,8,5,0,9,4,5,0,6,4,2,0,6,3,3,0
"1554",2013,"Arizona State","Pac-12","South",14,10,4,0,10,8,2,0,8,7,1,0,4,3,1,0
"1555",2013,"Arkansas","SEC","West",12,3,9,0,8,0,8,0,7,3,4,0,5,0,5,0
"1556",2013,"Arkansas State","Sun Belt","",13,8,5,0,7,5,2,0,6,5,1,0,6,2,4,0
"1557",2013,"Army","FBS Independents","",12,3,9,0,0,0,0,0,5,2,3,0,5,0,5,0
"1558",2013,"Auburn","SEC","West",14,12,2,0,9,8,1,0,8,8,0,0,4,3,1,0
